rank,id,name,location,pv_score_max,pv_status_model,geocode_score,image_path,overlay_path,mask_ratio
254,8219,上海曹杨商城,,0.177511,no_clear_pv,81.4,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8219_上海曹杨商城.jpg,,
255,8224,上海浦乐汇(成山店),,0.177511,no_clear_pv,77.31,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8224_上海浦乐汇(成山店).jpg,,
256,8228,上海漫游城,,0.177511,no_clear_pv,84.15,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8228_上海漫游城.jpg,,
257,8231,上海盘古盛汇,,0.177511,no_clear_pv,81.29,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8231_上海盘古盛汇.jpg,,
258,8233,上海碧云氧环,,0.177511,no_clear_pv,81.34,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8233_上海碧云氧环.jpg,,
259,8237,上海红象汇,,0.177511,no_clear_pv,84.09,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8237_上海红象汇.jpg,,
260,8244,上海蓝鲸世界,,0.177511,no_clear_pv,81.29,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8244_上海蓝鲸世界.jpg,,
261,8245,上海西岸环宇城MAX,,0.177511,no_clear_pv,74.59,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8245_上海西岸环宇城MAX.jpg,,
262,8247,上海轧花记忆园,,0.177511,no_clear_pv,79.1,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8247_上海轧花记忆园.jpg,,
263,8250,上海都市奥特莱斯（飞洲国际店）,,0.177511,no_clear_pv,74.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8250_上海都市奥特莱斯（飞洲国际店）.jpg,,
264,8251,上海金富门Park 1287,,0.177511,no_clear_pv,74.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8251_上海金富门Park 1287.jpg,,
265,8252,上海金悦乐方,,0.177511,no_clear_pv,81.4,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8252_上海金悦乐方.jpg,,
266,8256,上海锦丰坊越都荟,,0.177511,no_clear_pv,77.26,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8256_上海锦丰坊越都荟.jpg,,
267,8265,上海龙象乐居里临港店,,0.177511,no_clear_pv,74.59,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8265_上海龙象乐居里临港店.jpg,,
268,7572,上海南翔558商业生活广场,上海市嘉定区德华路558号,0.176790,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7572_上海南翔558商业生活广场.jpg,,
269,75,上海世博源,上海市浦东新区世博大道1368号,0.174785,no_clear_pv,89.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\75_上海世博源.jpg,,
270,5869,上海白丽生活广场,上海市普陀区白丽生活广场,0.172768,no_clear_pv,80.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5869_上海白丽生活广场.jpg,,
271,7670,碧云玖零广场,,0.172768,no_clear_pv,73.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7670_碧云玖零广场.jpg,,
272,7681,佳纷广场,,0.172768,no_clear_pv,83.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7681_佳纷广场.jpg,,
273,7694,上海中垠广场,,0.172768,no_clear_pv,86.89,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7694_上海中垠广场.jpg,,
274,7701,佳通广场,,0.172768,no_clear_pv,83.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7701_佳通广场.jpg,,
275,7707,嘉寰广场,,0.172768,no_clear_pv,83,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7707_嘉寰广场.jpg,,
276,8191,上海华狮广场,,0.172768,no_clear_pv,86.83,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8191_上海华狮广场.jpg,,
277,8209,上海富绅时代广场,,0.172768,no_clear_pv,78.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8209_上海富绅时代广场.jpg,,
278,8212,上海平溪商业广场,,0.172768,no_clear_pv,78.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8212_上海平溪商业广场.jpg,,
279,8229,上海玖博广场,,0.172768,no_clear_pv,86.78,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8229_上海玖博广场.jpg,,
280,8235,上海紫竹地铁广场,,0.172768,no_clear_pv,78.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8235_上海紫竹地铁广场.jpg,,
281,8262,上海项山商业广场,,0.172768,no_clear_pv,78.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8262_上海项山商业广场.jpg,,
282,8223,上海江湾里 MEET678,上海市杨浦区新江湾城街道尚浦领世,0.172245,no_clear_pv,89.01,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8223_上海江湾里 MEET678.jpg,,
283,7020,上海桃浦湾TOP,浙江省舟山市普陀区,0.172047,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7020_上海桃浦湾TOP.jpg,,
284,7944,上海桃浦中央公园商业,,0.172047,no_clear_pv,80.65,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7944_上海桃浦中央公园商业.jpg,,
285,7945,上海桃浦中央商业,,0.172047,no_clear_pv,85.36,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7945_上海桃浦中央商业.jpg,,
286,7946,上海桃浦中环商业,,0.172047,no_clear_pv,84.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7946_上海桃浦中环商业.jpg,,
287,7947,上海桃浦星光商业,,0.172047,no_clear_pv,84.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7947_上海桃浦星光商业.jpg,,
288,7948,上海桃浦智创TOP,,0.172047,no_clear_pv,82.42,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7948_上海桃浦智创TOP.jpg,,
289,7949,上海桃浦科技城商业,,0.172047,no_clear_pv,82.42,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7949_上海桃浦科技城商业.jpg,,
290,4873,上海花都荟购物广场,上海市闵行区汇宝购物广场,0.169924,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4873_上海花都荟购物广场.jpg,,
291,6647,上海汇宝购物广场,汇宝购物广场，上海市上海市闵行区漕宝路3509号,0.169924,no_clear_pv,79.48,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6647_上海汇宝购物广场.jpg,,
292,8258,上海长兴阳光天地,,0.169713,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8258_上海长兴阳光天地.jpg,,
293,5855,上海吴泾宝龙广场,上海市闵行区剑川路438号,0.168847,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5855_上海吴泾宝龙广场.jpg,,
294,7571,上海乐坊大华生活广场,上海市宝山区真北路4288号,0.167535,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7571_上海乐坊大华生活广场.jpg,,
295,6389,上海嘉尚坊时尚生活中心,上海市嘉定区嘉怡路309号,0.165420,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6389_上海嘉尚坊时尚生活中心.jpg,,
296,2610,上海兴业太古汇,上海市静安区南京西路789号,0.163941,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2610_上海兴业太古汇.jpg,,
297,3295,上海森兰商都,上海市浦东新区张杨北路2988号,0.162439,no_clear_pv,89.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3295_上海森兰商都.jpg,,
298,7224,上海外高桥阳光天地,上海市浦东新区保税区张杨北路3181号,0.162439,no_clear_pv,85.26,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7224_上海外高桥阳光天地.jpg,,
299,6477,上海浦东新区金汇广场,上海市浦东新区华夏东路/川沙路,0.161392,no_clear_pv,92.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6477_上海浦东新区金汇广场.jpg,,
300,1945,上海滨港商业中心,上海市虹口区四川北路/海宁路,0.159445,no_clear_pv,91.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1945_上海滨港商业中心.jpg,,
301,6742,上海ist艾尚天地,上海市虹口区四川北路1661号,0.159445,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6742_上海ist艾尚天地.jpg,,
302,7094,上海KORE合新里,上海市虹口区四川北路1727弄1-10号,0.159445,no_clear_pv,83.42,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7094_上海KORE合新里.jpg,,
303,7115,上海虹口宝华商业广场,上海市虹口区四川北路2000号,0.159445,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7115_上海虹口宝华商业广场.jpg,,
304,4126,上海浦东东方懿德城,上海市浦东新区三鲁公路/懿行路,0.159246,no_clear_pv,92.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4126_上海浦东东方懿德城.jpg,,
305,4097,上海汇智国际商业中心,上海市浦东新区金科路3057号,0.159003,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4097_上海汇智国际商业中心.jpg,,
306,7636,上海力宝广场,上海市黄浦区淮海中路222号,0.158858,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7636_上海力宝广场.jpg,,
307,7498,上海人广世茂52+,世茂52+，上海市上海市黄浦区南京西路258号(人民广场地铁站11号口步行200米),0.156244,no_clear_pv,82.05,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7498_上海人广世茂52+.jpg,,
308,7705,浦锦大橘邻里中心,,0.154241,no_clear_pv,78.45,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7705_浦锦大橘邻里中心.jpg,,
309,7630,上海恒基·旭辉天地,上海市黄浦区马当路458弄1-36号,0.153263,no_clear_pv,83.53,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7630_上海恒基·旭辉天地.jpg,,
310,7033,上海新天地时尚Ⅰ,上海市黄浦区兴业路123弄5号,0.153038,no_clear_pv,98.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7033_上海新天地时尚Ⅰ.jpg,,
311,7644,上海THE,上海市黄浦区兴业路123弄,0.153038,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7644_上海THE.jpg,,
312,7045,上海桥梓湾购物中心,上海市青浦区盈浦街道公园路700号,0.151626,no_clear_pv,91.76,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7045_上海桥梓湾购物中心.jpg,,
313,7665,阳明花园商业广场,,0.150243,no_clear_pv,76.53,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7665_阳明花园商业广场.jpg,,
314,5860,上海九亭旭辉U天地,上海市松江区旭辉九亭u天地,0.149474,no_clear_pv,90.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5860_上海九亭旭辉U天地.jpg,,
315,5666,上海凌云壹街坊,上海市徐汇区上中西路280号,0.149308,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5666_上海凌云壹街坊.jpg,,
316,5564,上海Park,上海市浦东新区park,0.149071,no_clear_pv,98.97,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5564_上海Park.jpg,,
317,8259,上海阳明商业广场PARK,,0.149071,no_clear_pv,75.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8259_上海阳明商业广场PARK.jpg,,
318,8210,上海岳阳大橘邻里,,0.146900,no_clear_pv,84.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8210_上海岳阳大橘邻里.jpg,,
319,7676,晶耀虹桥,,0.145064,no_clear_pv,88.43,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7676_晶耀虹桥.jpg,,
320,7952,上海虹桥天地商业,,0.145064,no_clear_pv,84.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7952_上海虹桥天地商业.jpg,,
321,7943,上海新世界城Shopping Mall,,0.143483,no_clear_pv,78.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7943_上海新世界城Shopping Mall.jpg,,
322,1211,上海LCM置汇旭辉广场,上海市浦东新区张杨路2389弄2号,0.143470,no_clear_pv,92.21,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1211_上海LCM置汇旭辉广场.jpg,,
323,6084,上海嘉定日月光中心,上海市嘉定区城北路358号,0.143424,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6084_上海嘉定日月光中心.jpg,,
324,131,上海青浦万达茂,上海市青浦区青浦镇淀山湖大道851号,0.143239,no_clear_pv,86.39,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\131_上海青浦万达茂.jpg,,
325,790,上海东渡蛙城,上海市青浦区淀山湖大道|866号,0.143239,no_clear_pv,90.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\790_上海东渡蛙城.jpg,,
326,2150,上海青浦吾悦广场,上海市青浦区淀山湖大道218号,0.143239,no_clear_pv,90.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2150_上海青浦吾悦广场.jpg,,
327,4165,上海青浦怀盛399广场,上海市青浦区淀山湖大道399号,0.143239,no_clear_pv,90.67,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4165_上海青浦怀盛399广场.jpg,,
328,718,上海曹路招商花园城,上海市浦东新区顾唐路,0.141043,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\718_上海曹路招商花园城.jpg,,
329,1074,上海金桥国际商业广场,上海市浦东新区张杨路3611号,0.140603,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1074_上海金桥国际商业广场.jpg,,
330,4074,上海星空广场,上海市长宁区虹桥路1665号,0.139923,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4074_上海星空广场.jpg,,
331,5694,上海宝龙·旭辉广场,上海市杨浦区隆昌路|630,0.137447,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5694_上海宝龙·旭辉广场.jpg,,
332,3509,上海鹿都国际商业广场,上海市松江区松汇中路568号,0.136786,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3509_上海鹿都国际商业广场.jpg,,
333,7616,上海乐坊松汇生活广场,上海市松江区松汇中路568号,0.136786,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7616_上海乐坊松汇生活广场.jpg,,
334,5970,上海松江乐都商业广场,上海市松江区乐都路,0.135702,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5970_上海松江乐都商业广场.jpg,,
335,6917,上海歌斐中心,上海市黄浦区蒙自路757号,0.135480,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6917_上海歌斐中心.jpg,,
336,7657,幻云东方商文旅综合体,,0.133331,no_clear_pv,73.72,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7657_幻云东方商文旅综合体.jpg,,
337,5909,上海浦东新大陆广场,上海市浦东新区南泉北路528号,0.129786,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5909_上海浦东新大陆广场.jpg,,
338,7682,徐行天地,,0.129362,no_clear_pv,87.69,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7682_徐行天地.jpg,,
339,1251,上海国际时尚中心,上海市杨浦区杨树浦路2866号,0.128865,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1251_上海国际时尚中心.jpg,,
340,2783,上海协信星光广场,上海市静安区江场路1228弄,0.128623,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2783_上海协信星光广场.jpg,,
341,1898,上海顺恒国际商业广场,上海市闵行区沪星路289弄18号,0.127106,no_clear_pv,84.69,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1898_上海顺恒国际商业广场.jpg,,
342,6655,上海金樽广场,上海市闵行区沪星路105号,0.127106,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6655_上海金樽广场.jpg,,
343,5397,上海悦达889广场,上海市静安区悦达889广场,0.125341,no_clear_pv,90.85,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5397_上海悦达889广场.jpg,,
344,991,上海五角场合生汇,上海市杨浦区翔殷路1099号,0.124636,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\991_上海五角场合生汇.jpg,,
345,6370,上海中冶祥腾城市广场,上海市嘉定区真南路4368号,0.124179,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6370_上海中冶祥腾城市广场.jpg,,
346,5017,上海莲花国际广场,上海市闵行区莲花国际广场,0.122549,no_clear_pv,90.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5017_上海莲花国际广场.jpg,,
347,5363,上海宝山招商花园城,上海市宝山区水产路2199弄,0.121179,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5363_上海宝山招商花园城.jpg,,
348,4642,上海松江保利悦活荟,上海市松江区泗泾镇泗宝路45号,0.119261,no_clear_pv,83.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4642_上海松江保利悦活荟.jpg,,
349,6930,上海泗泾金地方邻,上海市松江区泗泾镇青凯路/泗宝路,0.119261,no_clear_pv,83.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6930_上海泗泾金地方邻.jpg,,
350,4473,上海虹桥中心Art,上海市长宁区天山西路541号,0.119145,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4473_上海虹桥中心Art.jpg,,
351,7699,京东MALL,,0.118307,no_clear_pv,85.93,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7699_京东MALL.jpg,,
352,6199,上海主场ESP电竞文化体验中心,上海市普陀区同普路428号,0.117332,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6199_上海主场ESP电竞文化体验中心.jpg,,
353,8196,上海唐镇印象汇,,0.117239,no_clear_pv,87.12,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8196_上海唐镇印象汇.jpg,,
354,4692,上海亚繁亚乐城,上海市松江区亚繁亚乐城,0.114116,no_clear_pv,80.86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4692_上海亚繁亚乐城.jpg,,
355,5232,上海宝乐汇·佘山商业广场,上海市松江区宝乐汇·佘山商业广场,0.114116,no_clear_pv,74.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5232_上海宝乐汇·佘山商业广场.jpg,,
356,6504,上海融创精彩天地,上海市普陀区光新路256号,0.113914,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6504_上海融创精彩天地.jpg,,
357,3060,上海金虹桥商场,上海市长宁区茅台路179号,0.112771,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3060_上海金虹桥商场.jpg,,
358,3040,上海文峰广场（张杨北路店）,上海市浦东新区张杨北路801号,0.112417,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3040_上海文峰广场（张杨北路店）.jpg,,
359,6948,上海新天地广场,上海市黄浦区淮海中路333号,0.111976,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6948_上海新天地广场.jpg,,
360,987,上海日月光中心,上海市黄浦区徐家汇路618号,0.110988,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\987_上海日月光中心.jpg,,
361,2611,龙湖上海宝山天街,上海市宝山区丹霞山路50弄,0.110136,no_clear_pv,91.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2611_龙湖上海宝山天街.jpg,,
362,8170,上海TPY中心,上海市徐汇区肇嘉浜路1117号,0.110091,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8170_上海TPY中心.jpg,,
363,3477,上海博荟广场ONE,上海市黄浦区龙华东路325号,0.107370,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3477_上海博荟广场ONE.jpg,,
364,4576,上海联洋广场,上海市浦东新区联洋广场,0.105871,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4576_上海联洋广场.jpg,,
365,5899,上海君欣时代广场,上海市杨浦区控江路1777号,0.101842,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5899_上海君欣时代广场.jpg,,
366,7153,上海又又中心,上海市长宁区长宁路823号,0.101578,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7153_上海又又中心.jpg,,
367,7373,上海JC,上海市静安区南京西路1225号,0.101225,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7373_上海JC.jpg,,
368,1958,上海复地活力城,上海市浦东新区御桥路,0.100299,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1958_上海复地活力城.jpg,,
369,7502,上海THE,上海市浦东新区御桥路1949号,0.100299,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7502_上海THE.jpg,,
370,5652,龙湖上海华泾天街,上海市徐汇区龙湖上海华泾天街,0.099242,no_clear_pv,79.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5652_龙湖上海华泾天街.jpg,,
371,6720,上海UMAX悠迈生活广场,上海市杨浦区四平路2500号,0.099176,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6720_上海UMAX悠迈生活广场.jpg,,
372,910,上海宝山宝杨宝龙广场,上海市宝山区宝杨路/同济路,0.098240,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\910_上海宝山宝杨宝龙广场.jpg,,
373,7448,上海浦江满天星生活广场,上海市闵行区浦航路211号,0.097722,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7448_上海浦江满天星生活广场.jpg,,
374,7540,上海淮海南丰荟,上海市黄浦区淮海中路188号,0.097159,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7540_上海淮海南丰荟.jpg,,
375,1870,上海IFC,上海市浦东新区世纪大道8号口,0.096852,no_clear_pv,99.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1870_上海IFC.jpg,,
376,7343,上海长寿路旭辉里,浙江省舟山市普陀区长寿路,0.096280,no_clear_pv,90.41,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7343_上海长寿路旭辉里.jpg,,
377,837,上海荟聚,上海市闵行区北翟路与北翟高架路出口交叉口东南,0.095467,no_clear_pv,82.45,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\837_上海荟聚.jpg,,
378,7257,上海189弄购物中心,上海市普陀区长寿路189号,0.094787,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7257_上海189弄购物中心.jpg,,
379,6496,上海五月花生活广场,上海市静安区芷江西路488号,0.094520,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6496_上海五月花生活广场.jpg,,
380,210,上海聚峰中心,上海市浦东新区巨峰路,0.093821,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\210_上海聚峰中心.jpg,,
